filename, timestamp_s, label, logit
AUVIC_MtSturgeon_BushBrokerW-20240111_053100,15.00,limnodynastes_dumerilii,2.62
AUVIC_MtSturgeon_BushBrokerW-20240111_053100,45.00,limnodynastes_dumerilii,2.62
