filename, timestamp_s, label, logit
Input/1.WAV,0.00,limnodynastes_dumerilii,2.56
Input/2.WAV,5.00,limnodynastes_dumerilii,4.24
Input/2.WAV,10.00,limnodynastes_dumerilii,2.86
Input/2.WAV,20.00,limnodynastes_dumerilii,3.32
Input/2.WAV,25.00,limnodynastes_dumerilii,5.59
Input/2.WAV,35.00,limnodynastes_dumerilii,4.69
Input/2.WAV,45.00,limnodynastes_dumerilii,3.22
